student,question,qDetail,answer
82,10e,Made me think differently about the choices I make in my life.,6
82,11a,Help to protect the environment.,10
82,11b,Spend more time outside.,10
82,11c,Make a positive difference in my community.,10
82,11d,Listen more to other people's points of view.,10
82,11e,Talk with others about ways to protect the environment.,9
82,11f,Cooperate more with my classmates.,8
82,11g,Work harder in school.,10
82,11h,Pay more attention in class.,10
82,12a,I want to visit this place again.,10
82,12b,Knowing this place exists makes me feel good.,10
82,12c,I care about this place.,10
82,13,Are you a girl or a boy?,Girl
82,14,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
83,1a,Your school’s name ,John J Duggan Academy
83,1b,Your grade level,8
83,2,How would you rate this field trip on a scale from 0 to 10? ,7
83,3a,Write three words or short phrases below that best describe how the program made you feel.,inspiring
83,3b,Write three words or short phrases below that best describe how the program made you feel.,life changing
83,3c,Write three words or short phrases below that best describe how the program made you feel.,educational
83,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
83,4b,"If yes, what will you do?",I will make the environment cleaner for animals
83,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",7
83,6a,I believe in myself.,2
83,6b,I feel it is important to take good care of the environment.,10
83,6c,"Humans are a part of nature, not separate from it.",10
83,6d,I have the power to protect the environment.,10
83,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,1
83,6f,I can make a difference in my community.,10
83,7a,How different parts of the environment interact with each other.,5
83,7b,How people can change the environment.,8
83,7c,How changes in the environment can impact my life.,8
83,7d,How my actions affect the environment.,9
83,8a,Science.,3
83,8b,How to research things I am curious about.,1
83,8c,Learning about new subjects in school.,0
83,8d,Learning more about nature.,4
83,9a,Solving problems,3
83,9b,Using science to answer a question,1
83,9c,Listening to other people’s points of view,8
83,9d,Knowing how to do research,1
83,10a,Taught me something that will be useful to me in my future.,7
83,10b,Made me curious about something.,3
83,10c,Really made me think.,6
83,10d,Made me realize something I never imagined before.,3
83,10e,Made me think differently about the choices I make in my life.,8
83,11a,Help to protect the environment.,7
83,11b,Spend more time outside.,2
83,11c,Make a positive difference in my community.,7
83,11d,Listen more to other people's points of view.,7
83,11e,Talk with others about ways to protect the environment.,5
83,11f,Cooperate more with my classmates.,2
83,11g,Work harder in school.,8
83,11h,Pay more attention in class.,9
83,12a,I want to visit this place again.,2
83,12b,Knowing this place exists makes me feel good.,2
83,12c,I care about this place.,4
83,13,Are you a girl or a boy?,Girl
83,14,Which of the following best describes your racial or ethnic background?,Hispanic
84,1a,Your school’s name ,John J Duggan Academy
84,1b,Your grade level,8
84,2,How would you rate this field trip on a scale from 0 to 10? ,4
84,3a,Write three words or short phrases below that best describe how the program made you feel.,Disgusted
84,3b,Write three words or short phrases below that best describe how the program made you feel.,Interesting
84,3c,Write three words or short phrases below that best describe how the program made you feel.,Confusing
84,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
84,4b,"If yes, what will you do?",I would like to walk more and stop throwing trash everywhere
84,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",8
84,6a,I believe in myself.,5
84,6b,I feel it is important to take good care of the environment.,10
84,6c,"Humans are a part of nature, not separate from it.",8
84,6d,I have the power to protect the environment.,8
84,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,4
84,6f,I can make a difference in my community.,7
84,7a,How different parts of the environment interact with each other.,5
84,7b,How people can change the environment.,5
84,7c,How changes in the environment can impact my life.,7
84,7d,How my actions affect the environment.,7
84,8a,Science.,0
84,8b,How to research things I am curious about.,0
84,8c,Learning about new subjects in school.,0
84,8d,Learning more about nature.,0
84,9a,Solving problems,5
84,9b,Using science to answer a question,0
84,9c,Listening to other people’s points of view,3
84,9d,Knowing how to do research,0
84,10a,Taught me something that will be useful to me in my future.,4
84,10b,Made me curious about something.,5
84,10c,Really made me think.,6
84,10d,Made me realize something I never imagined before.,5
84,10e,Made me think differently about the choices I make in my life.,4
84,11a,Help to protect the environment.,2
84,11b,Spend more time outside.,3
84,11c,Make a positive difference in my community.,8
84,11d,Listen more to other people's points of view.,6
84,11e,Talk with others about ways to protect the environment.,4
84,11f,Cooperate more with my classmates.,4
84,11g,Work harder in school.,6
84,11h,Pay more attention in class.,2
84,12a,I want to visit this place again.,1
84,12b,Knowing this place exists makes me feel good.,3
84,12c,I care about this place.,5
84,13,Are you a girl or a boy?,Girl
84,14,Which of the following best describes your racial or ethnic background?,Hispanic
85,1a,Your school’s name ,John J Duggan Academy
85,1b,Your grade level,8
85,2,How would you rate this field trip on a scale from 0 to 10? ,10
85,3a,Write three words or short phrases below that best describe how the program made you feel.,Calm
85,3b,Write three words or short phrases below that best describe how the program made you feel.,Informed
85,3c,Write three words or short phrases below that best describe how the program made you feel.,Curious
85,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
85,4b,"If yes, what will you do?","I will make sure I clean up litter, give/make more birdhouses"
85,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",10
85,6a,I believe in myself.,8
85,6b,I feel it is important to take good care of the environment.,10
85,6c,"Humans are a part of nature, not separate from it.",10
85,6d,I have the power to protect the environment.,10
85,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,9
85,6f,I can make a difference in my community.,9
85,7a,How different parts of the environment interact with each other.,10
85,7b,How people can change the environment.,10
85,7c,How changes in the environment can impact my life.,10
85,7d,How my actions affect the environment.,10
85,8a,Science.,8
85,8b,How to research things I am curious about.,10
85,8c,Learning about new subjects in school.,10
85,8d,Learning more about nature.,9
85,9a,Solving problems,9
85,9b,Using science to answer a question,9
85,9c,Listening to other people’s points of view,9
85,9d,Knowing how to do research,9
85,10a,Taught me something that will be useful to me in my future.,10
85,10b,Made me curious about something.,10
85,10c,Really made me think.,10
85,10d,Made me realize something I never imagined before.,10
85,10e,Made me think differently about the choices I make in my life.,10
85,11a,Help to protect the environment.,8
85,11b,Spend more time outside.,10
85,11c,Make a positive difference in my community.,8
85,11d,Listen more to other people's points of view.,10
85,11e,Talk with others about ways to protect the environment.,8
85,11f,Cooperate more with my classmates.,10
85,11g,Work harder in school.,10
85,11h,Pay more attention in class.,10
85,12a,I want to visit this place again.,10
85,12b,Knowing this place exists makes me feel good.,10
85,12c,I care about this place.,9
85,13,Are you a girl or a boy?,Girl
85,14,Which of the following best describes your racial or ethnic background?,"White, not of Hispanic descent "
86,1a,Your school’s name ,John J Duggan Academy
86,1b,Your grade level,8
86,2,How would you rate this field trip on a scale from 0 to 10? ,10
