student,question,qDetail,answer
107,2c,"Humans are a part of nature, not separate from it.",10
107,2d,I have the power to protect the environment.,10
107,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
107,2f,I can make a difference in my community.,10
107,3a,Science.,9
107,3b,How to research things I am curious about.,10
107,3c,Learning about new subjects in school.,10
107,3d,Learning more about nature.,7
107,4a,Solving problems,8
107,4b,Using science to answer a question,7
107,4c,Listening to other people’s points of view,9
107,4d,Knowing how to do research,10
107,5a,Help to protect the environment.,10
107,5b,Spend more time outside.,10
107,5c,Make a positive difference in my community.,10
107,5d,Listen more to other people's points of view.,10
107,5e,Talk with others about ways to protect the environment.,10
107,5f,Cooperate more with my classmates.,10
107,5g,Work harder in school.,10
107,5h,Pay more attention in class.,10
107,6,Are you a girl or a boy?,Boy
107,7,Which of the following best describes your racial or ethnic background?,"Hispanic, Mixed"
108,1a,Your school’s name ,Van Sickle Academy
108,1b,Your grade level,6
108,2a,I believe in myself.,NA
108,2b,I feel it is important to take good care of the environment.,9
108,2c,"Humans are a part of nature, not separate from it.",10
108,2d,I have the power to protect the environment.,10
108,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
108,2f,I can make a difference in my community.,10
108,3a,Science.,NA
108,3b,How to research things I am curious about.,5
108,3c,Learning about new subjects in school.,8
108,3d,Learning more about nature.,9
108,4a,Solving problems,8
108,4b,Using science to answer a question,4
108,4c,Listening to other people’s points of view,NA
108,4d,Knowing how to do research,8
108,5a,Help to protect the environment.,10
108,5b,Spend more time outside.,10
108,5c,Make a positive difference in my community.,6
108,5d,Listen more to other people's points of view.,NA
108,5e,Talk with others about ways to protect the environment.,8
108,5f,Cooperate more with my classmates.,7
108,5g,Work harder in school.,9
108,5h,Pay more attention in class.,10
108,6,Are you a girl or a boy?,Boy
108,7,Which of the following best describes your racial or ethnic background?,Mixed
109,1a,Your school’s name ,Van Sickle Academy
109,1b,Your grade level,7
109,2a,I believe in myself.,10
109,2b,I feel it is important to take good care of the environment.,10
109,2c,"Humans are a part of nature, not separate from it.",10
109,2d,I have the power to protect the environment.,10
109,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
109,2f,I can make a difference in my community.,10
109,3a,Science.,5
109,3b,How to research things I am curious about.,5
109,3c,Learning about new subjects in school.,5
109,3d,Learning more about nature.,3
109,4a,Solving problems,10
109,4b,Using science to answer a question,7
109,4c,Listening to other people’s points of view,7
109,4d,Knowing how to do research,10
109,5a,Help to protect the environment.,10
109,5b,Spend more time outside.,10
109,5c,Make a positive difference in my community.,10
109,5d,Listen more to other people's points of view.,10
109,5e,Talk with others about ways to protect the environment.,10
109,5f,Cooperate more with my classmates.,10
109,5g,Work harder in school.,10
109,5h,Pay more attention in class.,10
109,6,Are you a girl or a boy?,Boy
109,7,Which of the following best describes your racial or ethnic background?,NA
110,1a,Your school’s name ,Van Sickle Academy
110,1b,Your grade level,7
110,2a,I believe in myself.,10
110,2b,I feel it is important to take good care of the environment.,10
110,2c,"Humans are a part of nature, not separate from it.",9
110,2d,I have the power to protect the environment.,10
110,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
110,2f,I can make a difference in my community.,8
110,3a,Science.,8
110,3b,How to research things I am curious about.,9
110,3c,Learning about new subjects in school.,8
110,3d,Learning more about nature.,10
110,4a,Solving problems,8
110,4b,Using science to answer a question,6
110,4c,Listening to other people’s points of view,9
110,4d,Knowing how to do research,8
110,5a,Help to protect the environment.,9
110,5b,Spend more time outside.,6
110,5c,Make a positive difference in my community.,9
110,5d,Listen more to other people's points of view.,10
110,5e,Talk with others about ways to protect the environment.,9
110,5f,Cooperate more with my classmates.,9
110,5g,Work harder in school.,10
110,5h,Pay more attention in class.,9
110,6,Are you a girl or a boy?,Girl
110,7,Which of the following best describes your racial or ethnic background?,White
111,1a,Your school’s name ,Van Sickle Academy
111,1b,Your grade level,7
111,2a,I believe in myself.,10
111,2b,I feel it is important to take good care of the environment.,10
111,2c,"Humans are a part of nature, not separate from it.",NA
111,2d,I have the power to protect the environment.,8
111,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
111,2f,I can make a difference in my community.,8
111,3a,Science.,5
111,3b,How to research things I am curious about.,7
111,3c,Learning about new subjects in school.,9
111,3d,Learning more about nature.,9
111,4a,Solving problems,7
111,4b,Using science to answer a question,8
111,4c,Listening to other people’s points of view,9
111,4d,Knowing how to do research,8
111,5a,Help to protect the environment.,7
111,5b,Spend more time outside.,8
111,5c,Make a positive difference in my community.,9
111,5d,Listen more to other people's points of view.,9
111,5e,Talk with others about ways to protect the environment.,10
111,5f,Cooperate more with my classmates.,10
111,5g,Work harder in school.,10
111,5h,Pay more attention in class.,10
111,6,Are you a girl or a boy?,Girl
111,7,Which of the following best describes your racial or ethnic background?,Hispanic
112,1a,Your school’s name ,Van Sickle Academy
112,1b,Your grade level,7
112,2a,I believe in myself.,10
112,2b,I feel it is important to take good care of the environment.,10
112,2c,"Humans are a part of nature, not separate from it.",7
112,2d,I have the power to protect the environment.,4
112,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,7
112,2f,I can make a difference in my community.,7
112,3a,Science.,0
112,3b,How to research things I am curious about.,5
112,3c,Learning about new subjects in school.,0
112,3d,Learning more about nature.,5
112,4a,Solving problems,5
112,4b,Using science to answer a question,5
112,4c,Listening to other people’s points of view,10
112,4d,Knowing how to do research,5
112,5a,Help to protect the environment.,5
112,5b,Spend more time outside.,7
112,5c,Make a positive difference in my community.,6
112,5d,Listen more to other people's points of view.,5
112,5e,Talk with others about ways to protect the environment.,3
112,5f,Cooperate more with my classmates.,5
112,5g,Work harder in school.,1
112,5h,Pay more attention in class.,1
112,6,Are you a girl or a boy?,Boy
112,7,Which of the following best describes your racial or ethnic background?,Hispanic
113,1a,Your school’s name ,Van Sickle Academy
113,1b,Your grade level,7
113,2a,I believe in myself.,8
113,2b,I feel it is important to take good care of the environment.,10
113,2c,"Humans are a part of nature, not separate from it.",10
113,2d,I have the power to protect the environment.,10
113,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
113,2f,I can make a difference in my community.,7
113,3a,Science.,9
113,3b,How to research things I am curious about.,7
113,3c,Learning about new subjects in school.,7
113,3d,Learning more about nature.,6
113,4a,Solving problems,10
113,4b,Using science to answer a question,5
113,4c,Listening to other people’s points of view,9
113,4d,Knowing how to do research,10
113,5a,Help to protect the environment.,10
113,5b,Spend more time outside.,10
113,5c,Make a positive difference in my community.,10
113,5d,Listen more to other people's points of view.,7
113,5e,Talk with others about ways to protect the environment.,8
113,5f,Cooperate more with my classmates.,9
113,5g,Work harder in school.,8
113,5h,Pay more attention in class.,8
113,6,Are you a girl or a boy?,Boy
113,7,Which of the following best describes your racial or ethnic background?,Hispanic
114,1a,Your school’s name ,Van Sickle Academy
114,1b,Your grade level,7
114,2a,I believe in myself.,6
114,2b,I feel it is important to take good care of the environment.,10
114,2c,"Humans are a part of nature, not separate from it.",10
114,2d,I have the power to protect the environment.,5
114,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,5
114,2f,I can make a difference in my community.,7
114,3a,Science.,10
114,3b,How to research things I am curious about.,10
114,3c,Learning about new subjects in school.,7
114,3d,Learning more about nature.,6
114,4a,Solving problems,7
114,4b,Using science to answer a question,6
114,4c,Listening to other people’s points of view,10
114,4d,Knowing how to do research,9
114,5a,Help to protect the environment.,5
114,5b,Spend more time outside.,7
114,5c,Make a positive difference in my community.,5
114,5d,Listen more to other people's points of view.,9
114,5e,Talk with others about ways to protect the environment.,8
114,5f,Cooperate more with my classmates.,8
114,5g,Work harder in school.,NA
114,5h,Pay more attention in class.,9
114,6,Are you a girl or a boy?,Girl
114,7,Which of the following best describes your racial or ethnic background?,"Hispanic, Mixed"
115,1a,Your school’s name ,Van Sickle Academy
115,1b,Your grade level,7
115,2a,I believe in myself.,10
115,2b,I feel it is important to take good care of the environment.,10
115,2c,"Humans are a part of nature, not separate from it.",10
115,2d,I have the power to protect the environment.,10
115,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
115,2f,I can make a difference in my community.,10
115,3a,Science.,9
115,3b,How to research things I am curious about.,8
115,3c,Learning about new subjects in school.,5
115,3d,Learning more about nature.,10
115,4a,Solving problems,10
115,4b,Using science to answer a question,10
115,4c,Listening to other people’s points of view,10
115,4d,Knowing how to do research,10
115,5a,Help to protect the environment.,10
115,5b,Spend more time outside.,10
115,5c,Make a positive difference in my community.,10
115,5d,Listen more to other people's points of view.,10
115,5e,Talk with others about ways to protect the environment.,10
115,5f,Cooperate more with my classmates.,10
115,5g,Work harder in school.,10
115,5h,Pay more attention in class.,10
115,6,Are you a girl or a boy?,Girl
115,7,Which of the following best describes your racial or ethnic background?,NA
116,1a,Your school’s name ,Van Sickle Academy
116,1b,Your grade level,7
116,2a,I believe in myself.,10
116,2b,I feel it is important to take good care of the environment.,10
116,2c,"Humans are a part of nature, not separate from it.",10
